area_type,location,society,size,total_sqft,sqft,bath,balcony,possession date,price
Super built-up  Area,Kambipura,Prrtht ,2 BHK,883,883,2,1,Ready to move,39
Built-up  Area,Outer Ring Road East,SRzonhu,3 BHK,1500,1500,2,0,45206,97
Super built-up  Area,Marathahalli,Asintas,3 BHK,1730,1730,3,3,Ready to move,139
Super built-up  Area,Kasavanhalli,,3 BHK,1915,1915,3,3,Ready to move,80
Super built-up  Area,Whitefield,BainePr,3 BHK,1545,1545,3,2,Ready to move,79
Super built-up  Area,Marenahalli,,3 BHK,1865,1865,4,2,44406,140
Super built-up  Area,Hebbal Kempapura,,2 BHK,1150,1150,2,2,Ready to move,40
Super built-up  Area,HAL 3rd Stage,,2 BHK,1200,1200,2,2,44972,49
Built-up  Area,Kengeri,,2 BHK,963,963,2,2,Ready to move,40
Plot  Area,Marsur,AreraRe,3 Bedroom,1200,1200,3,1,Ready to move,120
Super built-up  Area,Basavangudi,,4 BHK,2600,2600,4,3,Ready to move,260
Built-up  Area,Kaikondrahalli,Srsica ,4 BHK,1700,1700,4,,Ready to move,108
Super built-up  Area,Lingadheeranahalli,Soiewre,3 BHK,1682,1682,3,1,Ready to move,120
Built-up  Area,Yelahanka,Rarthne,3 BHK,1371,1371,2,2,Ready to move,65
Super built-up  Area,Hennur Road,,2 BHK,901,901,2,1,44816,49.5
Plot  Area,Vishwapriya Layout,,7 Bedroom,600,600,7,0,Ready to move,73
Super built-up  Area,Ambalipura,SJarkte,3 BHK,1730,1730,3,1,Ready to move,120
Plot  Area,Konanakunte,,4 Bedroom,1200,1200,4,0,Ready to move,125
Super built-up  Area,EPIP Zone,SJlynro,3 BHK,1500,1500,3,3,Ready to move,102
Super built-up  Area,Sarjapur  Road,Maana E,4 BHK,3785,3785,6,,Ready to move,280
Built-up  Area,Nagawara Junction,,4 BHK,3500,3500,4,2,Ready to move,245
Carpet  Area,Lingarajapuram,Glnetch,2 BHK,1203,1203,2,1,Ready to move,59.86
Super built-up  Area,Horamavu Banaswadi,,2 BHK,1357,1357,2,2,Ready to move,54
Super built-up  Area,Vasantha Vallabha Nagar,Suensda,3 BHK,1600,1600,3,2,Ready to move,76
Built-up  Area,Yelahanka New Town,KHatsFl,1 BHK,350,350,1,1,Ready to move,13.5
Super built-up  Area,Varthur,MKllei ,3 BHK,1665,1665,3,1,Ready to move,53
Plot  Area,Ramamurthy Nagar,,3 Bedroom,1400,1400,3,3,Ready to move,200
Super built-up  Area,Sarjapur  Road,,1 BHK,835,835,1,1,Ready to move,46.95
Plot  Area,Chandra Layout,,2 Bedroom,815,815,3,2,Ready to move,160
Super built-up  Area,Haralur Road,NDionas,3 BHK,1444,1444,2,1,Ready to move,80
Super built-up  Area,Kanakapura,,2 BHK,1277,1277,2,2,Ready to move,55
Super built-up  Area,Lingadheeranahalli,Soiewre,3 BHK,1521,1521,3,1,Ready to move,94.71
Super built-up  Area,Maithri Layout,,2 BHK,1134,1134,2,1,Ready to move,40
Super built-up  Area,Vasanthapura,,2 BHK,995,995,2,1,Ready to move,34.82
Super built-up  Area,Old Madras Road,Brica E,3 BHK,2760,2760,5,2,Ready to move,157
Built-up  Area,Marathahalli,PueraRi,2 BHK,1325,1325,1,1,Ready to move,92
Built-up  Area,Kothanur,,6 Bedroom,4000,4000,6,,Ready to move,150
Built-up  Area,Marathahalli,,3 BHK,1525,1525,3,2,Ready to move,90
Super built-up  Area,Raja Rajeshwari Nagar 5th Stage,,3 BHK,1320,1320,2,2,44130,73
Super built-up  Area,Electronics City Phase 1,SrnesSr,1 BHK,650,650,1,1,Ready to move,23
Built-up  Area,Old Airport Road,,3 BHK,1858,1858,2,1,Ready to move,167
Super built-up  Area,Electronic City,,2 BHK,1150,1150,2,1,45023,38
Super built-up  Area,Electronic City Phase II,MJtroty,2 BHK,769,769,2,1,Ready to move,40
Super built-up  Area,Electronic City,Prarkun,3 BHK,1571,1571,3,2,Ready to move,105
Super built-up  Area,Hennur Road,Maity W,3 BHK,1445,1445,3,1,Ready to move,86.56
Super built-up  Area,Hosur Road,Saageat,3 BHK,1590,1590,2,2,Ready to move,135
Super built-up  Area,Bommasandra,Niway G,2 BHK,902,902,2,2,Ready to move,49
Plot  Area,Sarjapur,,3 Bedroom,2238,2238,3,1,43942,140
Built-up  Area,Electronic City,,2 BHK,1090,1090,2,1,44895,31.49
Built-up  Area,Yelahanka,NCowsar,3 BHK,1712,1712,3,3,Ready to move,82
Built-up  Area,Haralur Road,,2 BHK,1088,1088,2,1,Ready to move,68
Super built-up  Area,Somasundara Palya,,3 BHK,1575,1575,3,3,Ready to move,63.1
Plot  Area,Nanjappa Garden,,6 Bedroom,2150,2150,6,3,Ready to move,205
Super built-up  Area,Kundalahalli,Roima A,3 BHK,1920,1920,3,2,Ready to move,150
Plot  Area,Margondanahalli,,2 Bedroom,1000,1000,2,0,Ready to move,57
Super built-up  Area,Chennammana Kere,,2 BHK,1100,1100,2,2,44169,56.1
Super built-up  Area,Electronic City,Daives ,2 BHK,1089,1089,2,2,Ready to move,45
Built-up  Area,Horamavu Agara,Maows M,2 BHK,1106,1106,2,1,Ready to move,43.09
Super built-up  Area,Kengeri,,2 BHK,927,927,2,2,44914,37
Super built-up  Area,Kanakpura Road,PuandHi,2 BHK,1339,1339,2,2,Ready to move,58
Built-up  Area,Thanisandra,Bhe 2ko,1 BHK,923,923,1,1,43544,45.69
Plot  Area,Sarjapur  Road,,3 Bedroom,2900,2900,3,2,45002,285
Super built-up  Area,Lakshminarayana Pura,RothaVa,2 BHK,1175,1175,2,2,Ready to move,75
Built-up  Area,Thubarahalli,Soowsa ,2 BHK,975,975,2,1,Ready to move,55
Super built-up  Area,Hebbal,Kacesh ,3 BHK,2400,2400,4,1,Ready to move,180
Super built-up  Area,Subramanyapura,Prldsri,3 BHK,1330,1330,3,2,Ready to move,72
Super built-up  Area,Thanisandra,Bhe 2ko,2 BHK,1183,1183,2,1,44294,59.74
Super built-up  Area,Harlur,,3 BHK,1758,1758,3,2,Ready to move,133
Plot  Area,Nagarbhavi,,3 Bedroom,1200,1200,3,2,Ready to move,265
Super built-up  Area,Hebbal,Magiaya,3 BHK,1255,1255,2,1,45013,77.68
Plot  Area,Nagadevanahalli,,3 Bedroom,600,600,4,2,Ready to move,110
Built-up  Area,Pai Layout,SantsAp,2 BHK,1100,1100,2,2,Ready to move,50
Super built-up  Area,Ramamurthy Nagar,Vaharvi,2 BHK,1170,1170,2,2,43748,46.8
Built-up  Area,Vayunandana Layout,,5 Bedroom,2400,2400,5,2,Ready to move,120
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,3 BHK,1530,1530,3,3,Ready to move,51.77
Built-up  Area,Hebbal,Mahosya,2 BHK,1420,1420,2,2,44716,107
Plot  Area,Geetanjali Layout,,4 Bedroom,1200,1200,4,2,Ready to move,300
Plot  Area,7th Phase JP Nagar,,6 Bedroom,1045,1045,6,3,Ready to move,160
Super built-up  Area,Kanakpura Road,PrityFa,3 BHK,1591,1591,3,1,44894,115
Super built-up  Area,7th Phase JP Nagar,Eladero,3 BHK,1680,1680,3,2,Ready to move,120
Plot  Area,Kenchenhalli,,2 Bedroom,675,675,3,1,Ready to move,52
Super built-up  Area,Hoodi,Caycend,2 BHK,1055,1055,2,1,44158,57.63
Super built-up  Area,Iblur Village,Sonet G,3 BHK,1918,1918,3,2,Ready to move,129
Super built-up  Area,Sarjapur  Road,Kelia R,2 BHK,1280,1280,2,1,44814,76
Super built-up  Area,Nagarbhavi,DSdhiSa,3 BHK,1560,1560,3,3,Ready to move,66
Super built-up  Area,Sarjapur  Road,Usquaya,2 BHK,1145,1145,2,2,Ready to move,49.5
Super built-up  Area,Talaghattapura,Sodgere,3 BHK,2106,2106,3,2,Ready to move,126
Super built-up  Area,"EPIP AREA, WHITEFIELD",,3 BHK,1801,1801,3,2,Ready to move,139
Plot  Area,Seegehalli,,5 Bedroom,1200,1200,5,3,Ready to move,120
Super built-up  Area,Rajaji Nagar,PhestOn,2 BHK,1718,1718,3,2,Ready to move,288
Super built-up  Area,Whitefield,Somns T,3 BHK,1306,1306,3,2,44980,54.65
Super built-up  Area,Hebbal,Raard B,2 BHK,1320,1320,2,1,45116,92
Built-up  Area,1st Stage Domlur,,3 BHK,1350,1350,2,2,Ready to move,65
Built-up  Area,"RMV extension stage 2, rmv extension",,4 BHK,2990,2990,4,,Ready to move,324
Built-up  Area,Kalyan nagar,AHavenc,4 BHK,3800,3800,5,3,Ready to move,300
Super built-up  Area,Bannerghatta Road,DSnjh S,3 BHK,1344,1344,2,1,Ready to move,42
Super built-up  Area,Bannerghatta Road,,3 BHK,1893,1893,3,2,Ready to move,100
Super built-up  Area,Chandapura,,3 BHK,1107,1107,2,1,Ready to move,43
Plot  Area,R.T. Nagar,,9 Bedroom,1200,1200,10,,Ready to move,180
Super built-up  Area,Lakshminarayana Pura,RothaVa,2 BHK,1190,1190,2,1,Ready to move,75
Built-up  Area,Whitefield,Pranthi,2 BHK,1000,1000,2,1,Ready to move,35
Plot  Area,Kalhalli,Keersto,2 Bedroom,2400,2400,2,1,Ready to move,160
Super built-up  Area,Kumaraswami Layout,Mania G,2 BHK,1000,1000,2,1,Ready to move,48.5
Super built-up  Area,Jalahalli,Tahtsla,3 BHK,2113,2113,3,2,Ready to move,155
Built-up  Area,KR Puram,,2 BHK,1100,1100,2,1,Ready to move,46
Plot  Area,Sector 2 HSR Layout,,5 Bedroom,1200,1200,4,1,Ready to move,160
Super built-up  Area,Harlur,Zonce E,4 BHK,1884,1884,4,2,Ready to move,120
Super built-up  Area,Electronic City,YCnce R,2 BHK,1110,1110,2,1,Ready to move,40
Super built-up  Area,Kudlu,Srrnasa,2 BHK,1027,1027,2,2,Ready to move,43
Super built-up  Area,Tavarekere,,3 BHK,1250,1250,3,2,44807,40
Built-up  Area,Sarjapur  Road,,3 BHK,1470,1470,3,0,Ready to move,62
Built-up  Area,Kamakshipalya,,2 BHK,1150,1150,2,1,43915,75
Plot  Area,Hadosiddapura,JRichee,3 Bedroom,1200,1200,3,2,Ready to move,165
Super built-up  Area,Kudlu Gate,Sanzaat,1 BHK,703,703,1,1,43617,52
Super built-up  Area,Vijaya Bank Colony,,3 BHK,1400,1400,2,2,Ready to move,62
Super built-up  Area,Bellandur,SRageri,2 BHK,1195,1195,2,2,Ready to move,51
Super built-up  Area,Narayanapura,Veodsar,2 BHK,1302,1302,2,1,Ready to move,69.1
Super built-up  Area,Begur Road,Pruthg ,3 BHK,1583,1583,3,1,45179,74.4
Super built-up  Area,Kumarapalli,BMmesHo,3 BHK,1488,1488,2,3,Ready to move,60
Plot  Area,Lakshmi Layout,,4 Bedroom,600,600,5,2,Ready to move,85
Super built-up  Area,Kammasandra,DSOakil,3 BHK,1385,1385,2,2,44724,34.63
Super built-up  Area,Whitefield,,4 BHK,3262,3262,4,2,Ready to move,260
Built-up  Area,Electronic City,Prarkun,3 BHK,1600,1600,3,2,44008,104
Super built-up  Area,Old Airport Road,FlsicFl,2 BHK,1150,1150,2,1,Ready to move,90
Plot  Area,Lakkasandra,,9 Bedroom,4500,4500,9,,Ready to move,166
Super built-up  Area,Sarjapur  Road,,2 BHK,1263,1263,2,1,Ready to move,78
Plot  Area,KR Puram,,7 Bedroom,1200,1200,8,2,Ready to move,110
Super built-up  Area,Kanakpura Road,Soena A,2 BHK,1299,1299,2,2,45005,85
Super built-up  Area,Banashankari,,2 BHK,1330,1330,2,1,Ready to move,78
Super built-up  Area,Devanahalli,Sabixtt,3 BHK,1282,1282,2,2,44326,52.43
Built-up  Area,"JP Nagar 8th Phase, ",,3 BHK,1853,1853,3,2,Ready to move,82
Super built-up  Area,Kachanayakanahalli,ICoolon,2 BHK,861,861,2,1,Ready to move,35
Built-up  Area,Bannerghatta Road,SNity S,3 BHK,1600,1600,3,2,Ready to move,95
Built-up  Area,Nagaraja Garden,,2 BHK,1256,1256,2,1,Ready to move,62.8
Super built-up  Area,Tejaswini Nagar,Naods W,3 BHK,1390,1390,2,2,Ready to move,80
Super built-up  Area,Ashwath Nagar,Raeusiy,3 BHK,1550,1550,2,,Ready to move,90
Plot  Area,1 Annasandrapalya,,11 Bedroom,1200,1200,6,3,Ready to move,150
Built-up  Area,Hebbal,,2 BHK,919,919,2,1,Ready to move,49
Plot  Area,Margondanahalli,,3 Bedroom,1625,1625,3,0,44055,80
Super built-up  Area,Gunjur,Puide P,2 BHK,1195,1195,2,2,Ready to move,44
Super built-up  Area,Domlur,,6 BHK,2400,2400,4,1,Ready to move,600
Super built-up  Area,Yelenahalli,Jaers S,2 BHK,1159,1159,2,1,Ready to move,60
Super built-up  Area,Whitefield,Somns T,3 BHK,1386,1386,3,1,43524,57.46
Super built-up  Area,Harlur,Prncyrn,2 BHK,1197,1197,2,1,Ready to move,79
Super built-up  Area,Old Airport Road,Jaades ,4 BHK,2690,2690,4,3,43435,191
Super built-up  Area,Jigani,Prllasw,4 Bedroom,3293 - 5314,4303,,,Ready to move,226
Super built-up  Area,Bommasandra,SSestth,3 BHK,1295,1295,2,1,44894,50.28
Built-up  Area,Huskur,,3 BHK,1310,1310,2,1,44314,37.83
Super built-up  Area,Whitefield,Preaunt,2 BHK,1132,1132,2,1,43835,79.28
Built-up  Area,6th block Koramangala,Sinde G,3 BHK,2350,2350,3,2,Ready to move,400
Plot  Area,4th Block Koramangala,,4 Bedroom,2400,2400,4,,Ready to move,500
Super built-up  Area,Hebbal,Raard B,3 BHK,1645,1645,3,2,45183,135
Super built-up  Area,Whitefield,,2 BHK,1200,1200,2,1,44988,45.84
Plot  Area,Whitefield,,4 Bedroom,3000,3000,4,0,Ready to move,330
Super built-up  Area,Marathahalli,Prionad,3 BHK,1937,1937,3,2,Ready to move,140
Super built-up  Area,Doddathoguru,Vayali ,2 BHK,1015,1015,2,2,Ready to move,33.5
Super built-up  Area,Nagadevanahalli,,2 BHK,1080,1080,2,2,Ready to move,39
Super built-up  Area,Kathriguppe,Prone M,3 BHK,1350,1350,2,2,Ready to move,80.99
Super built-up  Area,Kengeri Satellite Town,DSestSt,3 BHK,1149,1149,2,2,43908,29
Super built-up  Area,Kothanur,,2 BHK,1185,1185,2,2,Ready to move,59
Super built-up  Area,Domlur,,3 BHK,1720,1720,3,1,Ready to move,135
Super built-up  Area,Hebbal,,3 BHK,2080,2080,3,3,Ready to move,175
Plot  Area,Tindlu,Hentye ,3 Bedroom,1500,1500,3,1,Ready to move,87
Super built-up  Area,Yelahanka,PuziaVe,3 BHK,1566,1566,3,2,Ready to move,97
Super built-up  Area,Rajaji Nagar,PhestOn,3 BHK,2386,2386,3,,Ready to move,334
Plot  Area,KSRTC Layout,,4 Bedroom,1500,1500,4,0,Ready to move,110
Super built-up  Area,KR Puram,LVniaar,2 BHK,1290,1290,2,1,Ready to move,49.02
Built-up  Area,"JP nagar 9th Phase, ",,3 BHK,1531,1531,3,2,45195,72
Super built-up  Area,Keshava Nagar,ETens G,3 BHK,1839,1839,3,3,Ready to move,165
Plot  Area,Dollars Layout,,4 Bedroom,4200,4200,4,1,Ready to move,760
Super built-up  Area,Electronic City Phase II,Sryalan,3 BHK,1400,1400,2,2,44126,40.43
Super built-up  Area,Electronic City,Itelaa ,2 BHK,550,550,1,1,Ready to move,15
Super built-up  Area,Whitefield,SSthamh,2 BHK,1140,1140,2,2,Ready to move,39
Super built-up  Area,Tumkur Road,Coowsri,3 BHK,1210 - 1477,1343,3,0,44401,57.76
Built-up  Area,Banashankari Stage III,,4 Bedroom,2000,2000,4,0,Ready to move,100
Built-up  Area,Kaval Byrasandra,VaasaPr,2 BHK,1100,1100,2,1,Ready to move,46
Built-up  Area,Vignana Nagar,Mancyhi,2 BHK,1200,1200,2,2,Ready to move,55
Super built-up  Area,Bannerghatta,,3 BHK,1618,1618,3,1,44325,68
Super built-up  Area,Whitefield,Prtates,4 BHK,2830,2830,5,2,45242,160
Super built-up  Area,Uttarahalli,Omy 2es,3 BHK,1315,1315,2,2,Ready to move,74
Super built-up  Area,Anandapura,ViensRK,2 BHK,1141,1141,2,1,Ready to move,42.75
Super built-up  Area,AECS Layout,Srestve,2 BHK,1080,1080,2,2,Ready to move,55
Super built-up  Area,HBR Layout,Flretes,2 BHK,1200,1200,2,2,Ready to move,60
Super built-up  Area,Varthur,DSingSt,2 BHK,1111,1111,2,2,Ready to move,41.88
Super built-up  Area,NGR Layout,,2 BHK,1022,1022,2,1,Ready to move,45.9
Super built-up  Area,Bannerghatta Road,SNity S,2 BHK,1275,1275,2,2,Ready to move,65
Super built-up  Area,4th Block Jayanagar,,2 BHK,900,900,2,1,Ready to move,70
Super built-up  Area,Rachenahalli,,2 BHK,1224,1224,2,3,Ready to move,39.2
Super built-up  Area,Battarahalli,Sancy L,2 BHK,1135,1135,2,3,Ready to move,43
Super built-up  Area,Rachenahalli,,2 BHK,1050,1050,2,2,Ready to move,52.1
Super built-up  Area,Kudlu Gate,Srier P,3 BHK,1535,1535,3,2,Ready to move,86
Super built-up  Area,Nagavarapalya,PuonsSe,2 BHK,1392,1392,2,1,45187,130
Super built-up  Area,Bellandur,Kritel ,2 BHK,1050,1050,2,2,Ready to move,72
Super built-up  Area,Hosa Road,Sosisic,3 BHK,1513,1513,3,1,43915,103
Super built-up  Area,Gottigere,Sooutnu,3 BHK,1621,1621,3,3,Ready to move,72
Super built-up  Area,Bannerghatta Road,Ceise P,2 BHK,892,892,2,1,Ready to move,39
Super built-up  Area,Whitefield,SSthamh,2 BHK,1205,1205,2,1,Ready to move,40
Super built-up  Area,Hebbal,Magiaya,3 BHK,1355,1355,3,2,43712,83.87
Plot  Area,2nd Block Hrbr Layout,,5 Bedroom,1250,1250,5,,Ready to move,300
Plot  Area,Kuvempu Nagar,,7 Bedroom,1650,1650,9,,Ready to move,345
Super built-up  Area,Karnataka Shabarimala,,4 BHK,1200,1200,6,3,Ready to move,70
Super built-up  Area,Indira Nagar,Suurtni,2 BHK,1400,1400,2,2,Ready to move,168
Super built-up  Area,Kengeri,VBn 2lm,2 BHK,726,726,2,1,44918,35
Plot  Area,Singena Agrahara,CoiewSy,3 Bedroom,1500,1500,3,2,Ready to move,149
Super built-up  Area,Hebbal,,4 BHK,3895,3895,4,2,Ready to move,405
Super built-up  Area,Horamavu Agara,,2 BHK,1079,1079,2,2,44161,41
Super built-up  Area,Begur Road,Visic C,2 BHK,1170,1170,2,2,Ready to move,46
Super built-up  Area,Doddathoguru,Saaveas,2 BHK,1104,1104,2,2,Ready to move,39
Super built-up  Area,Kanakpura Road,Wiowsri,2 BHK,950,950,2,1,Ready to move,45
Built-up  Area,Hormavu,Prageta,4 Bedroom,4818,4818,4,3,Ready to move,390
Built-up  Area,Canara Bank Colony,Kiagar ,3 BHK,1650,1650,2,1,Ready to move,52
Super built-up  Area,Kogilu,Sourtal,3 BHK,1559,1559,3,2,43539,127
Built-up  Area,Hanumagiri,Nastadr,2 BHK,1100,1100,2,1,Ready to move,38
Super built-up  Area,Benson Town,GathiVa,3 BHK,1750,1750,3,3,Ready to move,150
Super built-up  Area,Ramagondanahalli,ViistLa,2 BHK,1215,1215,2,1,44993,45.5
Super built-up  Area,Talaghattapura,Sodgere,3 BHK,1868,1868,3,1,44841,135
Built-up  Area,Electronic City,,2 BHK,1130,1130,2,1,45197,32.63
Super built-up  Area,Kanakpura Road,JRrnauv,3 BHK,1570,1570,3,3,Ready to move,64.5
Super built-up  Area,Sarjapur  Road,,3 BHK,1691,1691,3,1,Ready to move,98
Built-up  Area,Ardendale,,5 Bedroom,4355,4355,3,1,Ready to move,350
Super built-up  Area,Hulimavu,ArowsMe,2 BHK,1225,1225,2,2,43699,55
Super built-up  Area,JP Nagar,,3 BHK,1690,1690,3,2,Ready to move,112
Super built-up  Area,Thigalarapalya,,2 BHK,1418,1418,2,2,Ready to move,103
Super built-up  Area,Kasturi Nagar,Radenta,4 BHK,1896,1896,3,1,Ready to move,125
Super built-up  Area,Sonnenahalli,Skacak ,1 BHK,605,605,1,1,44255,40
Plot  Area,Begur Road,,5 Bedroom,800,800,5,2,Ready to move,95
Super built-up  Area,Electronic City Phase II,Riodsri,2 BHK,900,900,2,2,Ready to move,32.5
Plot  Area,Cholanayakanahalli,,1 Bedroom,750,750,2,0,Ready to move,50
Plot  Area,Hoodi,,3 Bedroom,780,780,3,1,Ready to move,62
Super built-up  Area,Ananth Nagar,,2 BHK,908,908,2,1,Ready to move,26
Built-up  Area,Sarjapur  Road,Cetattu,4 Bedroom,3369 - 3464,3416,6,0,43884,143
Super built-up  Area,Thanisandra,Soitya ,4 BHK,3216,3216,4,1,Ready to move,226
Plot  Area,BEML Layout,,5 Bedroom,2400,2400,4,1,Ready to move,225
Built-up  Area,Iblur Village,,2 BHK,1400,1400,2,2,Ready to move,68
Super built-up  Area,Kudlu,Srrnasa,2 BHK,1092,1092,2,2,Ready to move,44
Super built-up  Area,Hulimavu,RatosAr,2 BHK,1255,1255,2,2,Ready to move,74
Built-up  Area,Electronic City,GMown E,3 BHK,1500,1500,2,1,Ready to move,100
Super built-up  Area,Thanisandra,Bhmesy ,2 BHK,1296,1296,2,2,44247,72
Super built-up  Area,Horamavu Banaswadi,,2 BHK,925,925,2,3,Ready to move,38
Built-up  Area,Raja Rajeshwari Nagar,Mahla T,2 BHK,1023,1023,2,2,Ready to move,42
Built-up  Area,Seshadripuram,,2 BHK,600,600,3,2,Ready to move,75
Super built-up  Area,Thanisandra,SLityee,2 BHK,1020,1020,2,1,44014,44.5
Super built-up  Area,Choodasandra,Sainei ,3 BHK,1530,1530,3,2,44149,77
Super built-up  Area,Gubbalala,,3 BHK,1650,1650,3,2,Ready to move,71
Built-up  Area,Vijaya Bank Layout,Dhise P,3 BHK,1605,1605,2,3,Ready to move,85
Super built-up  Area,Hosakerehalli,,2 BHK,1925,1925,2,1,Ready to move,50
Super built-up  Area,Kogilu,,2 BHK,1190,1190,2,2,Ready to move,50.66
Super built-up  Area,Jakkur,,3 BHK,1374,1374,3,2,Ready to move,68
Built-up  Area,6th Phase JP Nagar,SNpalaj,2 BHK,1140,1140,2,2,Ready to move,65
Super built-up  Area,Green Glen Layout,Soionar,3 BHK,1725,1725,3,2,Ready to move,130
Super built-up  Area,Bisuvanahalli,Prityel,3 BHK,1075,1075,2,1,Ready to move,50
Super built-up  Area,Kannamangala,Sonue A,3 BHK,1574,1574,3,1,Ready to move,93.34
Built-up  Area,Sanjay nagar,,1 BHK,965,965,1,1,Ready to move,32
Super built-up  Area,Marathahalli,Valdsic,3 BHK,1550,1550,3,2,Ready to move,83
Super built-up  Area,Akshayanagara West,Ajomaa ,2 BHK,1205,1205,2,2,Ready to move,60
Super built-up  Area,Kambipura,Prrtht ,3 BHK,1082,1082,2,1,Ready to move,55
Super built-up  Area,Uttarahalli,Ayaya A,3 BHK,1215,1215,2,2,Ready to move,52.85
Super built-up  Area,Hebbal,Prersis,4 BHK,2483,2483,5,2,Ready to move,230
Plot  Area,Prasanth Extension,,2 Bedroom,1200,1200,3,1,44987,46.14
Super built-up  Area,Chikkathoguru,,1 BHK,1500,1500,1,1,Ready to move,19.5
Plot  Area,1st Block Koramangala,,4 Bedroom,2360,2360,4,2,44190,600
Super built-up  Area,Ardendale,AWharde,4 BHK,3198,3198,4,,Ready to move,250
Super built-up  Area,Kanakpura Road,JRrnauv,3 BHK,1452,1452,3,3,Ready to move,60.98
Super built-up  Area,Electronic City Phase II,MJtroty,3 BHK,1329,1329,2,2,44324,41
Super built-up  Area,Doctors Layout,,2 BHK,1125,1125,2,1,Ready to move,44
Plot  Area,Anand nagar,,2 Bedroom,1200,1200,2,0,Ready to move,70
Built-up  Area,Sarjapur  Road,,3 BHK,1350,1350,3,3,Ready to move,39.97
Super built-up  Area,Uttarahalli,Niiewem,3 BHK,1125 - 1500,1312,3,0,Ready to move,51.19
Super built-up  Area,Hebbal,SNontle,3 BHK,2600,2600,3,2,43503,195
Plot  Area,West of Chord Road,,2 Bedroom,1200,1200,2,1,Ready to move,160
Built-up  Area,Electronic City Phase II,Sryalan,3 BHK,1220,1220,3,1,43422,35.23
Super built-up  Area,Pai Layout,Kencyes,2 BHK,1255,1255,2,1,Ready to move,80
Super built-up  Area,Keshava Nagar,ETens G,3 BHK,1904,1904,3,3,Ready to move,155
Super built-up  Area,Somasundara Palya,,2 BHK,1329,1329,2,2,Ready to move,70
Plot  Area,Chandapura,,2 Bedroom,1200,1200,2,1,Ready to move,60
Super built-up  Area,Murugeshpalya,IBaveen,3 BHK,2135,2135,3,2,Ready to move,160
Super built-up  Area,Ramakrishnappa Layout,,3 BHK,2770,2770,4,3,Ready to move,315
Built-up  Area,"Hoodi Circle, ",,1 BHK,813,813,1,1,43595,39
Plot  Area,Junnasandra,,4 Bedroom,3884,3884,4,3,Ready to move,240
Plot  Area,Doddaballapur,,3 Bedroom,3876,3876,3,1,Ready to move,300
Super built-up  Area,Kalena Agrahara,PrncyRe,2 BHK,800,800,2,2,Ready to move,30
Plot  Area,Handenahalli,,4 Bedroom,4750,4750,2,1,Ready to move,120
Super built-up  Area,Hormavu,Ocock R,3 BHK,1500,1500,3,3,Ready to move,70
Super built-up  Area,Bannerghatta Road,SNity S,3 BHK,1880,1880,3,2,Ready to move,95
Super built-up  Area,Electronic City,Pa II E,3 BHK,1440,1440,2,2,Ready to move,55
Super built-up  Area,Akshaya Nagar,DLhtsnd,3 BHK,1575,1575,3,,Ready to move,90
Super built-up  Area,Banagiri Nagar,,3 BHK,1630,1630,2,2,Ready to move,97.78
Super built-up  Area,Yelahanka,,3 BHK,1180,1180,3,1,Ready to move,55
Built-up  Area,Nagadevanahalli,,2 BHK,1090,1090,2,1,Ready to move,36
